record_id,left,hit,right
row_6086,"thou shalt not be established, nor thy                       ",kingdom.,Wherefore now send and fetch him unto
row_6102,"nor my weapons with me, because the                          ",king’s,business required haste.
row_6104,"of Saul, and went to Achish the                              ",king,of Gath.
row_6105,"unto him, Is not this David the                              ",king,of the land? did they not sing
row_6106,and was sore afraid of Achish the                            ,king,of Gath.
row_6110,of Moab: and he said unto the                                ,king,"of Moab, Let my father and my"
row_6111,And he brought them before the                               ,king,of Moab: and they dwelt with him
row_6115,Then the                                                     ,king,"sent to call Ahimelech the priest, the"
row_6115,they came all of them to the                                 ,king.,
row_6117,this day? 22:14 Then Ahimelech answered the                  ,"king,","and said, And who is so faithful"
row_6117,"thy servants as David, which is the                          ",king’s,"son in law, and goeth at thy"
row_6117,it far from me: let not the                                  ,king,"impute any thing unto his servant, nor"
row_6118,And the                                                      ,king,"said, Thou shalt surely die, Ahimelech, thou,"
row_6119,And the                                                      ,king,said unto the footmen that stood about
row_6119,to me. But the servants of the                               ,king,would not put forth their hand to
row_6120,And the                                                      ,king,"said to Doeg, Turn thou, and fall"
row_6141,not find thee; and thou shalt be                             ,king,"over Israel, and I shall be next"
row_6143,"south of Jeshimon? 23:20 Now therefore, O                    ","king,",come down according to all the desire
row_6143,shall be to deliver him into the                             ,king’s,hand.
row_6146,"therefore, and take knowledge of all the                     ",lurking,"places where he hideth himself, and come"
row_6160,"cried after Saul, saying, My lord the                        ",king.,"And when Saul looked behind him, David"
row_6165,After whom is the                                            ,king,of Israel come out? after whom dost
row_6167,when David had made an end of                                ,speaking,"these words unto Saul, that Saul said,"
row_6171,know well that thou shalt surely be                          ,"king,",and that the kingdom of Israel shall
row_6171,"shalt surely be king, and that the                           ",kingdom,of Israel shall be established in thine
row_6205,"his house, like the feast of a                               ",king;,"and Nabal’s heart was merry within him,"
row_6224,Who art thou that criest to the                              ,king?,"26:15 And David said to Abner, Art"
row_6224,hast thou not kept thy lord the                              ,king?,for there came one of the people
row_6224,of the people in to destroy the                              ,king,thy lord.
row_6225,LORD’s anointed. And now see where the                       ,king’s,"spear is, and the cruse of water"
row_6226,"It is my voice, my lord, O                                   ",king.,
row_6227,"I pray thee, let my lord the                                 ",king,hear the words of his servant. If
row_6228,the face of the LORD: for the                                ,king,of Israel is come out to seek
row_6230,"And David answered and said, Behold the                      ",king’s,spear! and let one of the young
row_6235,"him unto Achish, the son of Maoch,                           ",king,of Gath.
row_6238,that day: wherefore Ziklag pertaineth unto the               ,kings,of Judah unto this day.
row_6256,And the                                                      ,king,"said unto her, Be not afraid: for"
row_6259,me: for the LORD hath rent the                               ,kingdom,"out of thine hand, and given it"
row_6268,"this David, the servant of Saul the                          ",king,"of Israel, which hath been with me"
row_6270,against the enemies of my lord the                           ,king?,
row_6287,"abroad upon all the earth, eating and                        ","drinking,","and dancing, because of all the great"
row_6290,And there was nothing                                        ,lacking,"to them, neither small nor great, neither"
